config,strategy,dte,short_delta,width,entry_date,exit_date,expiration,exit_reason,hold_days,spx_at_entry,put_short_strike,put_long_strike,call_short_strike,call_long_strike,credit,max_loss,pnl,pnl_pct_of_credit,pnl_pct_of_max_loss,is_win,max_favorable_excursion,max_adverse_excursion,vix_at_entry,vix_at_exit,vix_change,sma50,sma200,spx_above_sma50,spx_above_sma200,spx_at_exit,spx_move_pct,put_distance_pct,call_distance_pct,entry_dow,entry_month,entry_year,regime_score,regime_tier,regime_position_scale,regime_days_in_tier,label
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-06-18,2020-06-22,2020-06-23,profit_target,4,3115.340087890625,2990,2960,3255,3285,529.61,2470.39,426.45,80.52,17.26,1,471.65,0.0,32.94,31.77,-1.17,2944.87,3017.75,1.0,1.0,3117.86,0.0809,4.0233,4.483,3,6,2020,3,NEUTRAL,1.0,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-10-19,2020-10-21,2020-10-22,profit_target,2,3426.919921875,3305,3275,3560,3590,540.14,2459.86,425.12,78.71,17.28,1,470.32,0.0,29.18,28.65,-0.53,3400.87,3124.54,1.0,1.0,3435.56,0.2521,3.5577,3.8834,0,10,2020,3,NEUTRAL,1.0,5,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-10-23,2020-10-28,2020-10-28,expiry,5,3465.389892578125,3350,3320,3595,3625,527.69,2472.31,-2474.91,-469.01,-100.11,0,0.0,-282.07,27.55,40.28,12.73,3407.86,3128.47,1.0,1.0,3271.03,-5.6086,3.3298,3.7401,4,10,2020,4,NEUTRAL,1.0,9,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-02,2020-11-04,2020-11-04,expiry,2,3310.239990234375,3175,3145,3455,3485,435.43,2564.57,432.83,99.4,16.88,1,143.89,0.0,37.13,29.57,-7.56,3400.88,3129.37,0.0,1.0,3443.44,4.0239,4.0855,4.3731,0,11,2020,0,CAUTION,0.25,6,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-02,2020-11-05,2020-11-05,expiry,3,3310.239990234375,3145,3115,3490,3520,450.21,2549.79,-1597.38,-354.81,-62.65,0,100.93,-69.37,37.13,27.58,-9.55,3400.88,3129.37,0.0,1.0,3510.45,6.0482,4.9918,5.4304,0,11,2020,0,CAUTION,0.25,6,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-11-02,2020-11-05,2020-11-05,expiry,3,3310.239990234375,3160,3130,3475,3505,559.66,2440.34,-2442.94,-436.51,-100.11,0,115.06,-153.79,37.13,27.58,-9.55,3400.88,3129.37,0.0,1.0,3510.45,6.0482,4.5386,4.9773,0,11,2020,0,CAUTION,0.25,6,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-03,2020-11-06,2020-11-06,expiry,3,3369.159912109375,3210,3180,3545,3575,452.63,2547.37,450.03,99.43,17.67,1,132.28,-186.25,35.55,24.86,-10.69,3399.64,3129.62,0.0,1.0,3509.44,4.1637,4.724,5.2191,1,11,2020,0,CAUTION,0.25,7,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-03-01,2021-03-04,2021-03-04,expiry,3,3901.820068359375,3790,3760,4025,4055,514.11,2485.89,-1641.5,-319.29,-66.03,0,75.28,-214.9,23.35,28.57,5.22,3812.54,3452.99,1.0,1.0,3768.47,-3.4176,2.8658,3.157,0,3,2021,4,NEUTRAL,1.0,16,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-03-03,2021-03-05,2021-03-08,profit_target,2,3819.719970703125,3695,3665,3955,3985,541.25,2458.75,431.44,79.71,17.55,1,476.64,-47.8,26.67,24.66,-2.01,3817.87,3462.86,1.0,1.0,3841.94,0.5817,3.2652,3.5416,2,3,2021,4,NEUTRAL,1.0,18,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-05-10,2021-05-12,2021-05-12,expiry,2,4188.43017578125,4100,4070,4285,4315,397.81,2602.19,-2604.79,-654.78,-100.1,0,21.56,0.0,19.66,27.59,7.93,4041.08,3683.8,1.0,1.0,4063.04,-2.9937,2.1113,2.3056,0,5,2021,5,BULL,1.0,22,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-05-14,2021-05-19,2021-05-19,expiry,5,4173.85009765625,4080,4050,4280,4310,507.01,2492.99,504.41,99.49,20.23,1,127.43,0.0,18.81,22.18,3.37,4063.9,3701.65,1.0,1.0,4115.68,-1.3937,2.2485,2.5432,4,5,2021,4,NEUTRAL,1.0,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-07-14,2021-07-19,2021-07-19,expiry,5,4374.2998046875,4285,4255,4470,4500,471.65,2528.35,-2181.92,-462.61,-86.3,0,121.35,0.0,16.33,22.5,6.17,4232.07,3880.54,1.0,1.0,4258.49,-2.6475,2.0415,2.1878,2,7,2021,5,NEUTRAL,1.0,45,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-07-19,2021-07-22,2021-07-22,expiry,3,4258.490234375,4140,4110,4385,4415,530.3,2469.7,527.7,99.51,21.37,1,30.91,-95.08,22.5,17.69,-4.81,4240.31,3895.01,1.0,1.0,4367.48,2.5594,2.7824,2.9708,0,7,2021,3,NEUTRAL,1.0,48,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-09-15,2021-09-20,2021-09-20,expiry,5,4480.7001953125,4380,4350,4590,4620,497.75,2502.25,-1731.86,-347.94,-69.21,0,159.95,0.0,18.18,25.71,7.53,4431.69,4094.48,1.0,1.0,4357.73,-2.7444,2.2474,2.4393,2,9,2021,4,NEUTRAL,1.0,2,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-09-17,2021-09-22,2021-09-22,expiry,5,4432.990234375,4320,4290,4555,4585,529.7,2470.3,527.1,99.51,21.34,1,0.0,-417.05,20.81,20.87,0.06,4436.24,4102.59,0.0,1.0,4395.64,-0.8425,2.5488,2.7523,4,9,2021,3,NEUTRAL,1.0,4,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-09-27,2021-09-28,2021-09-28,expiry,1,4443.10986328125,4380,4350,4510,4540,358.69,2641.31,-2380.92,-663.79,-90.14,0,0.0,0.0,18.76,23.25,4.49,4441.65,4124.36,1.0,1.0,4352.63,-2.0364,1.4204,1.5055,0,9,2021,4,CAUTION,0.25,6,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-09-29,2021-10-01,2021-10-04,profit_target,2,4359.4599609375,4240,4210,4490,4520,541.49,2458.51,444.05,82.01,18.06,1,489.25,-23.51,22.56,21.1,-1.46,4444.26,4131.26,0.0,1.0,4357.04,-0.0555,2.7402,2.9944,2,9,2021,1,CAUTION,0.25,8,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-12-15,2021-12-20,2021-12-20,expiry,5,4709.85009765625,4600,4570,4830,4860,535.15,2464.85,-2467.45,-461.08,-100.11,0,0.0,-316.23,19.29,22.87,3.58,4593.75,4337.95,1.0,1.0,4568.02,-3.0114,2.3323,2.551,2,12,2021,4,NEUTRAL,1.0,4,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2021-12-16,2021-12-21,2021-12-21,expiry,5,4668.669921875,4550,4520,4795,4825,533.21,2466.79,530.61,99.51,21.51,1,0.0,-386.67,20.57,21.01,0.44,4599.85,4342.45,1.0,1.0,4649.23,-0.4164,2.5418,2.7059,3,12,2021,4,NEUTRAL,1.0,5,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-01-12,2022-01-17,2022-01-17,expiry,5,4726.35009765625,4625,4595,4840,4870,500.33,2499.67,497.73,99.48,19.91,1,0.0,-363.98,17.62,17.62,0.0,4680.4,4414.16,1.0,1.0,4726.35,0.0,2.1444,2.4046,2,1,2022,5,NEUTRAL,1.0,12,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-01-14,2022-01-19,2022-01-19,expiry,5,4662.85009765625,4555,4525,4785,4815,516.41,2483.59,-1710.21,-331.17,-68.86,0,0.0,-339.22,19.19,23.85,4.66,4681.01,4420.8,0.0,1.0,4532.76,-2.7899,2.313,2.6196,4,1,2022,3,NEUTRAL,1.0,14,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-01-18,2022-01-21,2022-01-21,expiry,3,4577.10986328125,4440,4410,4730,4760,445.03,2554.97,-2557.57,-574.7,-100.1,0,12.29,-188.91,22.79,28.85,6.06,4678.95,4423.3,0.0,1.0,4397.94,-3.9145,2.9956,3.3403,1,1,2022,2,NEUTRAL,1.0,15,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-01-20,2022-01-25,2022-01-25,expiry,5,4482.72998046875,4340,4310,4635,4665,546.26,2453.74,543.66,99.52,22.16,1,84.3,-271.75,25.59,31.16,5.57,4671.28,4427.61,0.0,1.0,4356.45,-2.817,3.184,3.3968,3,1,2022,2,NEUTRAL,1.0,17,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-02-09,2022-02-11,2022-02-14,stop_loss,2,4587.18017578125,4475,4445,4710,4740,520.17,2479.83,-1634.94,-314.31,-65.93,0,0.0,-1589.74,19.96,27.36,7.4,4611.9,4449.39,0.0,1.0,4418.64,-3.6742,2.4455,2.6775,2,2,2022,2,CAUTION,0.25,7,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-02-10,2022-02-15,2022-02-15,expiry,5,4504.080078125,4370,4340,4650,4680,526.07,2473.93,523.47,99.51,21.16,1,0.0,-339.07,23.91,25.7,1.79,4610.64,4451.0,0.0,1.0,4471.07,-0.7329,2.9769,3.2397,3,2,2022,1,CAUTION,0.25,8,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-02-16,2022-02-23,2022-02-25,stop_loss,7,4475.009765625,4275,4225,4705,4755,898.37,4101.63,-2055.57,-228.81,-50.12,0,0.0,-2010.37,24.29,31.02,6.73,4601.56,4456.08,0.0,1.0,4225.5,-5.5756,4.4695,5.1394,2,2,2022,1,BEAR,0.0,3,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-02-17,2022-02-22,2022-02-22,expiry,5,4380.259765625,4230,4200,4545,4575,561.79,2438.21,559.19,99.54,22.93,1,168.15,0.0,28.11,28.81,0.7,4595.43,4457.14,0.0,0.0,4304.76,-1.7236,3.4304,3.761,3,2,2022,-2,BEAR,0.0,4,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-03-02,2022-03-09,2022-03-11,profit_target,7,4386.5400390625,4140,4090,4670,4720,955.59,4044.41,450.41,47.13,11.14,1,495.61,-872.08,30.74,32.45,1.71,4540.16,4463.8,0.0,0.0,4277.88,-2.4771,5.6204,6.462,2,3,2022,-2,BEAR,0.0,2,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-03-04,2022-03-07,2022-03-07,expiry,3,4328.8701171875,4220,4190,4445,4475,397.94,2602.06,-1495.67,-375.85,-57.48,0,0.0,0.0,31.98,36.45,4.47,4529.66,4466.05,0.0,0.0,4201.09,-2.9518,2.515,2.6827,4,3,2022,-2,BEAR,0.0,4,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-03-14,2022-03-16,2022-03-16,expiry,2,4173.10986328125,4030,4000,4330,4360,452.47,2547.53,-2336.11,-516.3,-91.7,0,0.0,-15.78,31.77,26.67,-5.1,4463.96,4467.0,0.0,0.0,4357.86,4.4272,3.4293,3.7595,0,3,2022,-2,BEAR,0.0,10,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-03-16,2022-03-21,2022-03-21,expiry,5,4357.85986328125,4215,4185,4515,4545,544.38,2455.62,541.78,99.52,22.06,1,120.09,0.0,26.67,23.53,-3.14,4445.11,4468.07,0.0,0.0,4461.18,2.3709,3.2782,3.6059,2,3,2022,-1,BEAR,0.0,12,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-04-13,2022-04-18,2022-04-18,expiry,5,4446.58984375,4330,4300,4575,4605,547.79,2452.21,545.19,99.53,22.23,1,0.0,-61.73,21.82,22.17,0.35,4422.32,4494.76,1.0,0.0,4391.69,-1.2347,2.622,2.8878,2,4,2022,3,CAUTION,0.25,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-04-14,2022-04-18,2022-04-19,profit_target,4,4392.58984375,4270,4240,4525,4555,535.77,2464.23,425.47,79.41,17.27,1,470.67,0.0,22.7,22.17,-0.53,4418.38,4495.24,0.0,0.0,4391.69,-0.0205,2.7908,3.0144,3,4,2022,0,CAUTION,0.25,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-04-18,2022-04-21,2022-04-22,profit_target,3,4391.68994140625,4255,4225,4545,4575,541.72,2458.28,461.28,85.15,18.76,1,506.48,-42.08,22.17,22.68,0.51,4416.67,4495.6,0.0,0.0,4393.66,0.0449,3.1125,3.4909,0,4,2022,0,CAUTION,0.25,5,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-04-20,2022-04-22,2022-04-25,stop_loss,2,4459.4501953125,4350,4320,4580,4610,531.99,2468.01,-1893.75,-355.98,-76.73,0,0.0,-1848.55,20.32,28.21,7.89,4415.41,4496.73,1.0,0.0,4271.78,-4.2084,2.4543,2.7032,2,4,2022,3,CAUTION,0.25,7,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-04-20,2022-04-22,2022-04-29,stop_loss,2,4459.4501953125,4295,4245,4650,4700,874.53,4125.47,-1696.78,-194.02,-41.13,0,0.0,-1651.58,20.32,28.21,7.89,4415.41,4496.73,1.0,0.0,4271.78,-4.2084,3.6877,4.2729,2,4,2022,3,CAUTION,0.25,7,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-04-25,2022-04-26,2022-04-26,expiry,1,4296.1201171875,4205,4175,4390,4420,393.02,2606.98,-2589.56,-658.88,-99.33,0,0.0,0.0,27.02,33.52,6.5,4402.39,4496.29,0.0,0.0,4175.2,-2.8146,2.121,2.1852,0,4,2022,0,CAUTION,0.25,10,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-05-06,2022-05-09,2022-05-09,expiry,3,4123.33984375,4025,3995,4225,4255,394.91,2605.09,-2607.69,-660.32,-100.1,0,0.0,0.0,30.19,34.75,4.56,4369.7,4489.08,0.0,0.0,3991.24,-3.2037,2.385,2.4655,4,5,2022,-3,BEAR,0.0,2,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-05-09,2022-05-10,2022-05-10,expiry,1,3991.239990234375,3885,3855,4105,4135,424.57,2575.43,421.97,99.39,16.38,1,0.0,0.0,34.75,32.99,-1.76,4361.83,4486.97,0.0,0.0,4001.05,0.2458,2.6618,2.8502,0,5,2022,-3,BEAR,0.0,3,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-05-24,2022-05-27,2022-05-27,expiry,3,3941.47998046875,3785,3755,4110,4140,447.03,2552.97,-2555.57,-571.68,-100.1,0,163.73,-75.45,29.45,25.72,-3.73,4293.48,4462.37,0.0,0.0,4158.24,5.4995,3.9701,4.2756,1,5,2022,-3,BEAR,0.0,14,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-05-25,2022-06-01,2022-06-03,profit_target,7,3978.72998046875,3775,3725,4215,4265,937.38,4062.62,511.72,54.59,12.6,1,556.92,-569.93,28.37,25.69,-2.68,4287.8,4460.08,0.0,0.0,4101.23,3.0789,5.1205,5.9383,2,5,2022,-3,BEAR,0.0,15,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-06-06,2022-06-08,2022-06-09,profit_target,2,4121.43017578125,3995,3965,4260,4290,537.55,2462.45,431.91,80.35,17.54,1,477.11,0.0,25.07,23.96,-1.11,4241.29,4448.83,0.0,0.0,4115.77,-0.1373,3.0676,3.3622,0,6,2022,-2,BEAR,0.0,22,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-06-08,2022-06-10,2022-06-13,stop_loss,2,4115.77001953125,3995,3965,4250,4280,522.27,2477.73,-2139.36,-409.63,-86.34,0,0.0,-2094.16,23.96,27.75,3.79,4224.45,4445.61,0.0,0.0,3900.86,-5.2216,2.9343,3.2614,2,6,2022,-1,BEAR,0.0,24,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-06-08,2022-06-10,2022-06-17,stop_loss,2,4115.77001953125,3935,3885,4325,4375,877.59,4122.41,-1785.85,-203.5,-43.32,0,0.0,-1740.65,23.96,27.75,3.79,4224.45,4445.61,0.0,0.0,3900.86,-5.2216,4.3921,5.0836,2,6,2022,-1,BEAR,0.0,24,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-06-10,2022-06-13,2022-06-13,expiry,3,3900.860107421875,3815,3785,3990,4020,367.91,2632.09,-2634.69,-716.11,-100.1,0,0.0,0.0,27.75,34.02,6.27,4198.14,4440.29,0.0,0.0,3749.63,-3.8768,2.2011,2.2851,4,6,2022,-1,CAUTION,0.25,2,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-06-14,2022-06-17,2022-06-17,expiry,3,3735.47998046875,3575,3545,3915,3945,460.45,2539.55,457.85,99.44,18.03,1,222.81,0.0,32.69,31.13,-1.56,4166.32,4432.82,0.0,0.0,3674.84,-1.6233,4.2961,4.8058,1,6,2022,-2,BEAR,0.0,2,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-06-15,2022-06-21,2022-06-24,profit_target,6,3789.989990234375,3585,3535,4025,4075,924.16,4075.84,581.07,62.87,14.26,1,626.27,-610.23,29.62,30.19,0.57,4150.46,4429.12,0.0,0.0,3764.79,-0.6649,5.4087,6.2008,2,6,2022,-2,BEAR,0.0,3,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-07-18,2022-07-19,2022-07-19,expiry,1,3830.85009765625,3755,3725,3910,3940,361.05,2638.95,-2310.55,-639.96,-87.56,0,0.0,0.0,25.3,24.5,-0.8,3927.15,4362.08,0.0,0.0,3936.69,2.7628,1.98,2.0661,0,7,2022,-1,CAUTION,0.25,2,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-07-20,2022-07-22,2022-07-25,profit_target,2,3959.89990234375,3845,3815,4085,4115,537.91,2462.09,431.94,80.3,17.54,1,477.14,0.0,23.88,23.03,-0.85,3919.68,4358.24,1.0,0.0,3961.63,0.0437,2.9016,3.1592,2,7,2022,1,CAUTION,0.25,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-07-25,2022-07-29,2022-07-29,expiry,4,3966.840087890625,3835,3805,4110,4140,538.95,2461.05,-1492.66,-276.96,-60.65,0,167.74,-48.11,23.36,21.33,-2.03,3919.68,4352.83,1.0,0.0,4130.29,4.1204,3.3236,3.6089,0,7,2022,1,CAUTION,0.25,7,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-07-27,2022-08-01,2022-08-01,expiry,5,4023.610107421875,3910,3880,4150,4180,523.91,2476.09,521.31,99.5,21.05,1,87.88,-291.39,23.24,22.84,-0.4,3919.49,4348.6,1.0,0.0,4118.63,2.3616,2.8236,3.1412,2,7,2022,1,CAUTION,0.25,9,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-08-09,2022-08-12,2022-08-12,expiry,3,4122.47021484375,4000,3970,4255,4285,402.36,2597.64,-2115.23,-525.71,-81.43,0,20.49,-251.13,21.77,19.53,-2.24,3946.55,4333.85,1.0,0.0,4280.15,3.8249,2.9708,3.2148,1,8,2022,2,NEUTRAL,1.0,1,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-08-10,2022-08-17,2022-08-19,profit_target,7,4210.240234375,4060,4010,4385,4435,855.75,4144.25,595.15,69.55,14.36,1,640.35,0.0,19.74,19.9,0.16,3947.59,4332.17,1.0,0.0,4274.04,1.5153,3.5684,4.1508,2,8,2022,2,NEUTRAL,1.0,2,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-08-11,2022-08-16,2022-08-16,expiry,5,4207.27001953125,4105,4075,4320,4350,526.42,2473.58,523.82,99.51,21.18,1,0.0,-218.59,20.2,19.69,-0.51,3949.09,4330.38,1.0,0.0,4305.2,2.3276,2.4308,2.6794,3,8,2022,2,NEUTRAL,1.0,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-08-18,2022-08-22,2022-08-23,stop_loss,4,4283.740234375,4180,4150,4395,4425,507.14,2492.86,-1530.35,-301.76,-61.39,0,0.0,-1485.15,19.56,23.8,4.24,3964.52,4322.87,1.0,0.0,4137.99,-3.4024,2.4217,2.5973,3,8,2022,2,NEUTRAL,1.0,8,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-08-19,2022-08-22,2022-08-22,expiry,3,4228.47998046875,4160,4130,4300,4330,338.17,2661.83,-1865.4,-551.61,-70.08,0,0.0,0.0,20.6,23.8,3.2,3966.78,4320.86,1.0,0.0,4137.99,-2.14,1.6195,1.6914,4,8,2022,2,NEUTRAL,1.0,9,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-08-24,2022-08-29,2022-08-29,expiry,5,4140.77001953125,4025,3995,4270,4300,513.54,2486.46,510.94,99.49,20.55,1,30.51,-184.09,22.82,26.21,3.39,3981.56,4312.71,1.0,0.0,4030.61,-2.6604,2.7959,3.1209,2,8,2022,1,CAUTION,0.25,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-07,2022-09-12,2022-09-12,expiry,5,3979.8701171875,3860,3830,4110,4140,537.51,2462.49,493.9,91.89,20.06,1,206.8,0.0,24.64,23.87,-0.77,4021.73,4282.03,0.0,0.0,4110.41,3.28,3.0119,3.2697,2,9,2022,-2,BEAR,0.0,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-08,2022-09-13,2022-09-13,expiry,5,4006.179931640625,3890,3860,4135,4165,514.61,2485.39,512.01,99.49,20.6,1,0.0,-282.73,23.61,27.27,3.66,4025.42,4278.57,0.0,0.0,3932.69,-1.8344,2.9,3.2155,3,9,2022,-2,BEAR,0.0,2,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-09-12,2022-09-13,2022-09-14,stop_loss,1,4110.41015625,4000,3970,4225,4255,399.96,2600.04,-1973.94,-493.54,-75.92,0,0.0,-1928.74,23.87,27.27,3.4,4036.89,4272.59,1.0,0.0,3932.69,-4.3237,2.6861,2.7878,0,9,2022,0,BEAR,0.0,4,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-12,2022-09-13,2022-09-15,stop_loss,1,4110.41015625,3990,3960,4240,4270,537.92,2462.08,-1512.42,-281.16,-61.43,0,0.0,-1467.22,23.87,27.27,3.4,4036.89,4272.59,1.0,0.0,3932.69,-4.3237,2.9294,3.1527,0,9,2022,0,BEAR,0.0,4,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-09-12,2022-09-13,2022-09-15,stop_loss,1,4110.41015625,3980,3950,4255,4285,428.77,2571.23,-1506.04,-351.25,-58.57,0,0.0,-1460.84,23.87,27.27,3.4,4036.89,4272.59,1.0,0.0,3932.69,-4.3237,3.1727,3.5177,0,9,2022,0,BEAR,0.0,4,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-09-12,2022-09-13,2022-09-13,expiry,1,4110.41015625,4035,4005,4190,4220,375.34,2624.66,-2627.26,-699.96,-100.1,0,0.0,0.0,23.87,27.27,3.4,4036.89,4272.59,1.0,0.0,3932.69,-4.3237,1.8346,1.9363,0,9,2022,0,BEAR,0.0,4,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-14,2022-09-19,2022-09-19,expiry,5,3946.010009765625,3820,3790,4085,4115,536.62,2463.38,534.02,99.52,21.68,1,107.49,0.0,26.16,25.76,-0.4,4041.33,4265.51,0.0,0.0,3899.89,-1.1688,3.1934,3.5223,2,9,2022,-2,BEAR,0.0,6,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-09-20,2022-09-23,2022-09-23,expiry,3,3855.929931640625,3715,3685,4010,4040,429.95,2570.05,-1749.66,-406.95,-68.08,0,0.0,-124.3,27.16,29.92,2.76,4041.91,4251.6,0.0,0.0,3693.23,-4.2195,3.6549,3.9957,1,9,2022,-2,BEAR,0.0,10,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-09-21,2022-09-28,2022-09-30,profit_target,7,3789.929931640625,3595,3545,4015,4065,892.42,4107.58,511.39,57.3,12.45,1,556.59,-553.58,27.99,30.18,2.19,4041.34,4247.85,0.0,0.0,3719.04,-1.8705,5.1434,5.9386,2,9,2022,-2,BEAR,0.0,11,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-22,2022-09-27,2022-09-27,expiry,5,3757.989990234375,3630,3600,3895,3925,529.83,2470.17,527.23,99.51,21.34,1,0.0,-357.28,27.35,32.6,5.25,4040.46,4243.68,0.0,0.0,3647.29,-2.9457,3.4058,3.6458,3,9,2022,-2,BEAR,0.0,12,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-09-30,2022-10-04,2022-10-05,stop_loss,4,3585.6201171875,3445,3415,3740,3770,531.92,2468.08,-1605.91,-301.91,-65.07,0,0.0,-1560.71,31.62,29.07,-2.55,4011.67,4213.04,0.0,0.0,3790.93,5.7259,3.9218,4.3055,4,9,2022,-3,BEAR,0.0,18,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-10-03,2022-10-04,2022-10-04,expiry,1,3678.429931640625,3590,3560,3770,3800,365.68,2634.32,-1729.91,-473.07,-65.67,0,0.0,0.0,30.1,29.07,-1.03,4006.01,4207.88,0.0,0.0,3790.93,3.0584,2.404,2.4894,0,10,2022,-3,BEAR,0.0,19,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-10-03,2022-10-06,2022-10-06,expiry,3,3678.429931640625,3530,3500,3840,3870,442.63,2557.37,440.03,99.41,17.21,1,0.0,-343.58,30.1,30.52,0.42,4006.01,4207.88,0.0,0.0,3744.52,1.7967,4.0351,4.3924,0,10,2022,-3,BEAR,0.0,19,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-10-03,2022-10-06,2022-10-06,expiry,3,3678.429931640625,3545,3515,3825,3855,563.59,2436.41,560.99,99.54,23.03,1,0.0,-378.94,30.1,30.52,0.42,4006.01,4207.88,0.0,0.0,3744.52,1.7967,3.6274,3.9846,0,10,2022,-3,BEAR,0.0,19,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-10-20,2022-10-25,2022-10-25,expiry,5,3665.780029296875,3530,3500,3815,3845,532.25,2467.75,-2470.35,-464.13,-100.11,0,0.0,-445.72,29.98,28.46,-1.52,3896.0,4139.45,0.0,0.0,3859.11,5.2739,3.704,4.0706,3,10,2022,-3,BEAR,0.0,32,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-10-21,2022-10-26,2022-10-26,expiry,5,3752.75,3615,3585,3905,3935,529.74,2470.26,527.14,99.51,21.34,1,110.45,-51.37,29.69,27.28,-2.41,3886.91,4134.71,0.0,0.0,3830.6,2.0745,3.6706,4.057,4,10,2022,-3,BEAR,0.0,33,WIN
